1,13,23,35,46,61,74,86,98,115,126
1,10,24,35,48,59,72,87,101,114,124
1,11,29,42,56,73,86,98,110,125,136
1,11,23,36,53,63,78,91,108,120,131
1,14,28,43,55,72,91,106,118,129,143
1,11,24,38,51,61,78,92,109,123,141
1,12,30,46,57,74,91,108,120,136,155
1,13,25,43,56,69,80,100,113,125,138
1,15,28,39,52,64,78,95,110,124,135
1,15,33,45,63,76,87,97,109,123,136
3,15,29,44,57,68,83,101,114,124,138
1,16,35,46,62,73,83,96,113,129,141
2,12,23,34,54,72,88,102,118,130,143
1,14,25,41,57,71,84,98,112,124,136
1,14,30,48,60,73,87,103,117,128,140
1,15,27,37,52,64,76,90,102,117,129
1,14,29,40,55,71,85,97,111,124,137
1,12,26,42,54,64,75,88,99,113,134
1,13,26,41,58,69,79,91,107,120,134
2,12,23,37,50,63,77,89,102,114,128
2,15,30,44,57,75,87,100,111,124,138
2,19,34,45,60,77,93,107,123,136,149
1,11,26,37,51,70,84,97,109,122,136
1,13,28,41,54,66,78,90,104,117,134
1,13,26,38,55,66,78,92,104,117,131
1,15,25,36,49,59,71,84,100,112,126
1,16,31,48,64,80,92,102,113,132,143
1,11,23,33,45,61,73,91,103,118,134
1,14,27,40,54,69,82,100,114,128,145
1,15,32,44,57,72,86,99,109,121,137
1,11,30,41,53,69,84,99,114,126,141
1,14,25,42,59,73,86,98,109,121,137
1,14,31,43,57,72,90,106,118,130,146
1,13,27,38,49,62,74,85,98,114,127
1,13,26,41,54,68,81,93,112,130,145
2,13,26,41,57,72,83,100,113,126,143
3,20,33,46,61,80,91,102,116,130,142
1,10,22,35,48,60,76,91,101,119,135
1,14,31,44,60,74,87,102,115,128,141
