10,133,279,375,462,601,740,835,956,1026,1122
40,122,282,381,477,520,618,687,737,816,859
7,227,357,497,625,726,774,900,1004,1070,1113
60,141,250,333,371,431,496,534,568,641,691
23,161,327,444,529,639,760,868,919,968,1017
6,187,336,420,512,577,645,697,769,837,887
1,94,227,319,359,399,447,515,550,602,649
16,139,250,397,469,527,605,671,738,775,877
47,175,315,360,436,531,574,669,703,777,811
9,117,227,332,444,514,604,688,738,788,809
1,146,299,369,443,477,517,578,618,649,672
20,182,351,424,542,609,722,793,864,887,927
1,91,242,351,455,504,556,650,689,731,767
9,156,213,255,328,403,435,467,499,517,533
11,146,269,435,496,592,638,677,728,764,827
17,156,243,311,363,421,476,540,567,611,641
28,193,303,354,394,503,550,591,673,718,746
16,189,366,512,640,748,809,847,896,945,976
32,136,340,435,520,602,662,720,747,787,815
6,111,234,355,442,536,611,706,781,847,915
2,171,343,448,512,597,684,732,786,813,853
60,162,336,461,558,666,711,791,856,920,954
8,122,236,365,416,485,557,601,664,741,775
27,153,291,408,530,606,641,738,804,826,873
30,112,201,270,311,355,401,448,497,531,560
7,130,253,367,446,533,574,615,659,706,735
24,109,236,293,344,413,483,512,539,564,583
17,184,336,423,513,588,673,753,787,841,881
14,202,360,439,505,604,658,703,733,780,820
4,211,437,607,680,741,811,849,875,917,961
37,146,231,276,323,410,447,490,524,572,623
37,170,332,438,488,545,582,651,710,738,774
18,152,303,451,550,604,647,694,743,767,817
66,224,309,417,480,582,638,704,770,792,848
8,120,237,309,345,382,413,432,460,512,549
23,268,353,484,550,599,636,665,703,745,784
32,212,285,424,524,589,672,733,799,837,880
11,99,252,357,435,532,610,665,702,729,762
2,179,348,450,589,709,817,852,898,956,994
5,110,262,393,516,626,707,753,802,849,879
