1,3
2,5
3,0
4,0
5,15
6,6
7,13
8,40
9,26
10,0
11,34
12,30
13,20
14,35
15,21
16,0
17,0
18,0
19,3
20,0
21,20
22,0
23,3
24,21
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,17
40,0
41,0
42,0
43,0
44,2
45,21
46,0
47,4
48,35
49,39
50,26
51,0
52,0
53,13
54,16
55,0
56,24
57,35
58,30
59,0
60,40
61,0
62,0
63,0
64,35
65,0
66,27
67,18
68,0
69,15
70,14
71,0
72,0
73,0
74,0
75,0
76,0
77,11
78,0
79,35
80,8
81,0
82,37
83,0
84,0
85,0
86,5
87,0
88,0
89,0
90,40
91,0
92,3
93,5
94,5
95,38
96,0
97,0
98,33
99,26
100,17
101,33
102,0
103,0
104,0
105,0
106,23
107,0
108,0
109,23
110,25
111,18
112,0
113,0
114,14
115,21
116,1
117,0
118,0
119,0
120,12
121,0
122,7
123,21
124,32
125,37
126,30
127,0
128,4
129,0
130,0
131,0
132,36
133,0
134,7
135,0
136,0
137,0
138,11
139,22
140,0
141,31
142,0
143,34
144,0
145,34
146,0
147,0
148,0
149,32
150,12
151,7
152,0
153,22
154,0
155,16
156,0
157,16
158,22
159,0
160,0
161,36
162,0
163,13
164,0
165,0
166,3
167,0
168,16
169,21
170,19
171,0
172,0
173,13
174,0
175,1
176,0
177,0
178,0
179,1
180,4
181,25
182,0
183,11
184,13
185,0
186,12
187,0
188,0
189,34
190,0
191,0
192,0
193,5
194,0
195,0
196,0
197,0
198,25
199,0
200,28
201,31
202,0
203,17
204,18
205,0
206,0
207,0
208,16
209,0
210,0
211,27
212,0
213,23
214,0
215,33
216,20
217,0
218,3
219,17
220,2
221,0
222,0
223,38
224,39
225,3
226,0
227,0
228,0
229,0
230,26
231,0
232,32
233,0
234,29
235,0
236,26
237,36
238,18
239,0
240,32
241,0
242,0
243,0
244,29
245,0
246,35
247,25
248,0
249,12
250,7
251,6
252,0
253,0
254,0
255,9
256,0
257,32
258,0
259,30
260,0
261,23
262,0
263,17
264,0
265,27
266,0
267,0
268,26
269,5
270,0
271,0
272,23
273,0
274,0
275,13
276,12
277,0
278,0
279,0
280,0
281,26
282,0
283,0
284,21
285,22
286,0
287,0
288,3
289,0
290,0
291,0
292,32
293,0
294,0
295,0
296,19
297,31
298,15
299,28
300,0
301,33
302,0
303,0
304,10
305,17
306,0
307,22
308,24
309,0
310,0
311,0
312,36
313,6
314,18
315,14
316,0
317,0
318,0
319,0
320,35
321,0
322,40
323,7
324,15
325,0
326,24
327,26
328,0
329,34
330,0
331,0
332,0
333,0
334,38
335,13
336,26
337,33
338,0
339,23
340,2
341,0
342,30
343,0
344,0
345,0
346,0
347,0
348,37
349,36
350,0
351,12
352,17
353,0
354,0
355,0
356,21
357,16
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,29
366,0
367,0
368,0
369,0
370,14
371,15
372,0
373,0
374,8
375,39
376,8
377,0
378,18
379,0
380,3
381,0
382,0
383,0
384,0
385,29
386,0
387,11
388,31
389,5
390,0
391,38
392,9
393,0
394,3
395,37
396,11
397,0
398,0
399,0
400,29
401,0
402,36
403,34
404,0
405,0
406,0
407,40
408,0
409,0
410,30
411,0
412,0
413,0
414,0
415,1
416,0
417,23
418,19
419,11
420,30
421,40
422,0
423,0
424,40
425,0
426,0
427,9
428,0
429,0
430,0
431,2
432,0
433,11
434,0
435,32
436,10
437,0
438,36
439,0
440,0
441,22
442,0
443,0
444,0
445,14
446,18
447,19
448,28
449,38
450,0
451,0
452,27
453,0
454,0
455,7
456,22
457,0
458,19
459,27
460,0
461,15
462,0
463,0
464,20
465,0
466,0
467,0
468,29
469,20
470,31
471,21
472,17
473,18
474,0
475,0
476,31
477,19
478,0
479,21
480,27
481,7
482,0
483,10
484,0
485,39
486,26
487,0
488,0
489,0
490,8
491,15
492,22
493,30
494,0
495,0
496,15
497,35
498,0
499,0
500,13
501,0
502,0
503,0
504,0
505,0
506,6
507,19
508,0
509,0
510,0
511,20
512,0
513,0
514,0
515,6
516,0
517,0
518,0
519,37
520,0
521,20
522,16
523,0
524,0
525,0
526,28
527,0
528,0
529,0
530,0
531,0
532,20
533,0
534,1
535,27
536,0
537,0
538,0
539,0
540,25
541,40
542,4
543,14
544,23
545,8
546,0
547,0
548,31
549,34
550,0
551,16
552,22
553,36
554,2
555,2
556,0
557,36
558,0
559,0
560,15
561,0
562,0
563,0
564,5
565,13
566,0
567,4
568,37
569,3
570,37
571,0
572,0
573,11
574,0
575,0
576,0
577,26
578,0
579,0
580,0
581,9
582,31
583,26
584,22
585,23
586,0
587,0
588,17
589,0
590,6
591,0
592,0
593,18
594,6
595,0
596,0
597,28
598,0
599,0
600,0
601,9
602,18
603,25
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,14
615,0
616,0
617,6
618,15
619,31
620,20
621,0
622,33
623,0
624,14
625,34
626,0
627,15
628,0
629,2
630,33
631,24
632,0
633,26
634,0
635,20
636,26
637,34
638,0
639,0
640,0
641,37
642,0
643,14
644,25
645,0
646,0
647,12
648,36
649,0
650,18
651,0
652,0
653,18
654,9
655,5
656,37
657,2
658,16
659,9
660,0
661,22
662,28
663,0
664,29
665,0
666,0
667,8
668,35
669,9
670,35
671,36
672,0
673,0
674,8
675,3
676,27
677,36
678,0
679,0
680,0
681,0
682,23
683,32
684,0
685,5
686,0
687,25
688,35
689,9
690,16
691,0
692,15
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,23
701,0
702,0
703,27
704,8
705,0
706,0
707,0
708,2
709,2
710,10
711,3
712,0
713,21
714,0
715,0
716,0
717,0
718,27
719,0
720,0
721,4
722,26
723,0
724,0
725,0
726,31
727,0
728,3
729,27
730,17
731,9
732,24
733,0
734,31
735,40
736,0
737,29
738,10
739,0
740,35
741,0
742,0
743,33
744,38
745,0
746,0
747,0
748,0
749,0
750,39
751,1
752,15
753,0
754,0
755,24
756,0
757,40
758,25
759,23
760,7
761,0
762,35
763,0
764,22
765,22
766,16
767,35
768,0
769,0
770,0
771,0
772,0
773,0
774,18
775,0
776,28
777,0
778,0
779,33
780,0
781,15
782,0
783,0
784,0
785,0
786,0
787,0
788,40
789,0
790,0
791,0
792,36
793,0
794,0
795,0
796,0
797,0
798,23
799,21
800,0
801,1
802,12
803,27
804,0
805,0
806,0
807,12
808,0
809,0
810,0
811,0
812,24
813,0
814,11
815,0
816,0
817,0
818,35
819,37
820,37
821,0
822,0
823,0
824,0
825,19
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,27
834,0
835,1
836,11
837,2
838,0
839,21
840,30
841,10
842,0
843,13
844,15
845,0
846,32
847,16
848,0
849,0
850,3
851,6
852,12
853,0
